codigo,descricao_oficial,vertical_id,vertical,sub_vertical,sinonimos,tags,secao,divisao,grupo,classe
1710-9/00,Fabricação de celulose e outras pastas para a fabricação de papel,IND,Indústria e Manufatura,Celulose e Papel,celulose e outras pastas para a fabricação de papel,"Indústria, B2B",C,17,17.1,17.10-9
1721-4/00,Fabricação de papel,IND,Indústria e Manufatura,Celulose e Papel,papel,"Indústria, MEI Permitido, B2B",C,17,17.2,17.21-4
1722-2/00,Fabricação de cartolina e papel-cartão,IND,Indústria e Manufatura,Celulose e Papel,cartolina e papel-cartão,"Indústria, MEI Permitido, B2B",C,17,17.2,17.22-2
1731-1/00,Fabricação de embalagens de papel,IND,Indústria e Manufatura,Celulose e Papel,embalagens de papel,"Indústria, B2B",C,17,17.3,17.31-1
1732-0/00,Fabricação de embalagens de cartolina e papel-cartão,IND,Indústria e Manufatura,Celulose e Papel,embalagens de cartolina e papel-cartão,"Indústria, B2B",C,17,17.3,17.32-0
1733-8/00,Fabricação de chapas e de embalagens de papelão ondulado,IND,Indústria e Manufatura,Celulose e Papel,chapas e de embalagens de papelão ondulado,"Indústria, B2B",C,17,17.3,17.33-8
1741-9/01,Fabricação de formulários contínuos,IND,Indústria e Manufatura,Celulose e Papel,formulários contínuos,"Indústria, B2B",C,17,17.4,17.41-9
1741-9/02,"Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório",IND,Indústria e Manufatura,Celulose e Papel,"produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório","Indústria, B2B",C,17,17.4,17.41-9
1742-7/01,Fabricação de fraldas descartáveis,IND,Indústria e Manufatura,Celulose e Papel,fraldas descartáveis,"Indústria, B2B",C,17,17.4,17.42-7
1742-7/02,Fabricação de absorventes higiênicos,IND,Indústria e Manufatura,Celulose e Papel,absorventes higiênicos,"Indústria, MEI Permitido, B2B",C,17,17.4,17.42-7
1742-7/99,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,IND,Indústria e Manufatura,Celulose e Papel,produtos de papel para uso doméstico e higiênico-sanitário,"Indústria, B2B",C,17,17.4,17.42-7
1749-4/00,"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente",IND,Indústria e Manufatura,Celulose e Papel,"produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado","Indústria, B2B",C,17,17.4,17.49-4
1811-3/01,Impressão de jornais,MKT,"Marketing, Publicidade e Design",Impressão e Reprodução Gráfica,impressão de jornais,"Indústria, B2B",C,18,18.1,18.11-3
1811-3/02,"Impressão de livros, revistas e outras publicações periódicas",MKT,"Marketing, Publicidade e Design",Impressão e Reprodução Gráfica,"impressão de livros, revistas e outras publicações periódicas","Indústria, B2B",C,18,18.1,18.11-3
1812-1/00,Impressão de material de segurança,MKT,"Marketing, Publicidade e Design",Impressão e Reprodução Gráfica,impressão de material de segurança,"Indústria, B2B",C,18,18.1,18.12-1
1813-0/01,Impressão de material para uso publicitário,MKT,"Marketing, Publicidade e Design",Impressão e Reprodução Gráfica,impressão de material para uso publicitário,"Indústria, B2B",C,18,18.1,18.13-0
1813-0/99,Impressão de material para outros usos,MKT,"Marketing, Publicidade e Design",Impressão e Reprodução Gráfica,impressão de material para outros usos,"Indústria, B2B",C,18,18.1,18.13-0
1821-1/00,Serviços de pré-impressão,MKT,"Marketing, Publicidade e Design",Impressão e Reprodução Gráfica,pré-impressão,"Indústria, B2B",C,18,18.2,18.21-1
1822-9/01,Serviços de encadernação e plastificação,MKT,"Marketing, Publicidade e Design",Impressão e Reprodução Gráfica,encadernação e plastificação,"Indústria, B2B",C,18,18.2,18.22-9
1822-9/99,"Serviços de acabamentos gráficos, exceto encadernação e plastificação",MKT,"Marketing, Publicidade e Design",Impressão e Reprodução Gráfica,acabamentos gráficos,"Indústria, B2B",C,18,18.2,18.22-9
1830-0/01,Reprodução de som em qualquer suporte,MKT,"Marketing, Publicidade e Design",Impressão e Reprodução Gráfica,reprodução de som em qualquer suporte,"Indústria, B2B",C,18,18.3,18.30-0
1830-0/02,Reprodução de vídeo em qualquer suporte,MKT,"Marketing, Publicidade e Design",Impressão e Reprodução Gráfica,reprodução de vídeo em qualquer suporte,"Indústria, B2B",C,18,18.3,18.30-0
1830-0/03,Reprodução de software em qualquer suporte,MKT,"Marketing, Publicidade e Design",Impressão e Reprodução Gráfica,reprodução de software em qualquer suporte,"Indústria, B2B",C,18,18.3,18.30-0
1910-1/00,Coquerias,ENE,"Energia, Utilities e Saneamento",Combustíveis e Derivados de Petróleo,coquerias,"Indústria, B2B",C,19,19.1,19.10-1
1921-7/00,Fabricação de produtos do refino de petróleo,ENE,"Energia, Utilities e Saneamento",Combustíveis e Derivados de Petróleo,produtos do refino de petróleo,"Indústria, B2B",C,19,19.2,19.21-7
1922-5/01,Formulação de combustíveis,ENE,"Energia, Utilities e Saneamento",Combustíveis e Derivados de Petróleo,formulação de combustíveis,"Indústria, B2B",C,19,19.2,19.22-5
1922-5/02,Rerrefino de óleos lubrificantes,ENE,"Energia, Utilities e Saneamento",Combustíveis e Derivados de Petróleo,rerrefino de óleos lubrificantes,"Indústria, B2B",C,19,19.2,19.22-5
1922-5/99,"Fabricação de outros produtos derivados do petróleo, exceto produtos do refino",ENE,"Energia, Utilities e Saneamento",Combustíveis e Derivados de Petróleo,outros produtos derivados do petróleo,"Indústria, B2B",C,19,19.2,19.22-5
1931-4/00,Fabricação de álcool,ENE,"Energia, Utilities e Saneamento",Combustíveis e Derivados de Petróleo,álcool,"Indústria, B2B",C,19,19.3,19.31-4
1932-2/00,"Fabricação de biocombustíveis, exceto álcool",ENE,"Energia, Utilities e Saneamento",Combustíveis e Derivados de Petróleo,biocombustíveis,"Indústria, B2B",C,19,19.3,19.32-2
2011-8/00,Fabricação de cloro e álcalis,IND,Indústria e Manufatura,Indústria Química,cloro e álcalis,"Indústria, B2B",C,20,20.1,20.11-8
2012-6/00,Fabricação de intermediários para fertilizantes,IND,Indústria e Manufatura,Indústria Química,intermediários para fertilizantes,"Indústria, B2B",C,20,20.1,20.12-6
2013-4/01,Fabricação de adubos e fertilizantes organo-minerais,IND,Indústria e Manufatura,Indústria Química,adubos e fertilizantes organo-minerais,"Indústria, B2B",C,20,20.1,20.13-4
2013-4/02,"Fabricação de adubos e fertilizantes, exceto organo-minerais",IND,Indústria e Manufatura,Indústria Química,adubos e fertilizantes,"Indústria, B2B",C,20,20.1,20.13-4
2014-2/00,Fabricação de gases industriais,IND,Indústria e Manufatura,Indústria Química,gases industriais,"Indústria, B2B",C,20,20.1,20.14-2
2019-3/01,Elaboração de combustíveis nucleares,IND,Indústria e Manufatura,Indústria Química,elaboração de combustíveis nucleares,"Indústria, B2B",C,20,20.1,20.19-3
2019-3/99,Fabricação de outros produtos químicos inorgânicos não especificados anteriormente,IND,Indústria e Manufatura,Indústria Química,outros produtos químicos inorgânicos,"Indústria, B2B",C,20,20.1,20.19-3
2021-5/00,Fabricação de produtos petroquímicos básicos,IND,Indústria e Manufatura,Indústria Química,produtos petroquímicos básicos,"Indústria, B2B",C,20,20.2,20.21-5
2022-3/00,"Fabricação de intermediários para plastificantes, resinas e fibras",IND,Indústria e Manufatura,Indústria Química,"intermediários para plastificantes, resinas e fibras","Indústria, B2B",C,20,20.2,20.22-3
2029-1/00,Fabricação de produtos químicos orgânicos não especificados anteriormente,IND,Indústria e Manufatura,Indústria Química,produtos químicos orgânicos,"Indústria, B2B",C,20,20.2,20.29-1
2031-2/00,Fabricação de resinas termoplásticas,IND,Indústria e Manufatura,Indústria Química,resinas termoplásticas,"Indústria, B2B",C,20,20.3,20.31-2
2032-1/00,Fabricação de resinas termofixas,IND,Indústria e Manufatura,Indústria Química,resinas termofixas,"Indústria, B2B",C,20,20.3,20.32-1
2033-9/00,Fabricação de elastômeros,IND,Indústria e Manufatura,Indústria Química,elastômeros,"Indústria, B2B",C,20,20.3,20.33-9
2040-1/00,Fabricação de fibras artificiais e sintéticas,IND,Indústria e Manufatura,Indústria Química,fibras artificiais e sintéticas,"Indústria, B2B",C,20,20.4,20.40-1
2051-7/00,Fabricação de defensivos agrícolas,IND,Indústria e Manufatura,Indústria Química,defensivos agrícolas,"Indústria, B2B",C,20,20.5,20.51-7
2052-5/00,Fabricação de desinfestantes domissanitários,IND,Indústria e Manufatura,Indústria Química,desinfestantes domissanitários,"Indústria, B2B",C,20,20.5,20.52-5
2061-4/00,Fabricação de sabões e detergentes sintéticos,IND,Indústria e Manufatura,Indústria Química,sabões e detergentes sintéticos,"Indústria, B2B",C,20,20.6,20.61-4
2062-2/00,Fabricação de produtos de limpeza e polimento,IND,Indústria e Manufatura,Indústria Química,produtos de limpeza e polimento,"Indústria, B2B",C,20,20.6,20.62-2
2063-1/00,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",IND,Indústria e Manufatura,Indústria Química,"cosméticos, produtos de perfumaria e de higiene pessoal","Indústria, B2B",C,20,20.6,20.63-1
2071-1/00,"Fabricação de tintas, vernizes, esmaltes e lacas",IND,Indústria e Manufatura,Indústria Química,"tintas, vernizes, esmaltes e lacas","Indústria, B2B",C,20,20.7,20.71-1
2072-0/00,Fabricação de tintas de impressão,IND,Indústria e Manufatura,Indústria Química,tintas de impressão,"Indústria, B2B",C,20,20.7,20.72-0
2073-8/00,"Fabricação de impermeabilizantes, solventes e produtos afins",IND,Indústria e Manufatura,Indústria Química,"impermeabilizantes, solventes e produtos afins","Indústria, B2B",C,20,20.7,20.73-8
2091-6/00,Fabricação de adesivos e selantes,IND,Indústria e Manufatura,Indústria Química,adesivos e selantes,"Indústria, B2B",C,20,20.9,20.91-6
2092-4/01,"Fabricação de pólvoras, explosivos e detonantes",IND,Indústria e Manufatura,Indústria Química,"pólvoras, explosivos e detonantes","Indústria, B2B",C,20,20.9,20.92-4
2092-4/02,Fabricação de artigos pirotécnicos,IND,Indústria e Manufatura,Indústria Química,artigos pirotécnicos,"Indústria, B2B",C,20,20.9,20.92-4
2092-4/03,Fabricação de fósforos de segurança,IND,Indústria e Manufatura,Indústria Química,fósforos de segurança,"Indústria, B2B",C,20,20.9,20.92-4
2093-2/00,Fabricação de aditivos de uso industrial,IND,Indústria e Manufatura,Indústria Química,aditivos de uso industrial,"Indústria, B2B",C,20,20.9,20.93-2
2094-1/00,Fabricação de catalisadores,IND,Indústria e Manufatura,Indústria Química,catalisadores,"Indústria, B2B",C,20,20.9,20.94-1
2099-1/01,"Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia",IND,Indústria e Manufatura,Indústria Química,"chapas, filmes, papéis e outros materiais e produtos químicos para fotografia","Indústria, B2B",C,20,20.9,20.99-1
2099-1/99,Fabricação de outros produtos químicos não especificados anteriormente,IND,Indústria e Manufatura,Indústria Química,outros produtos químicos,"Indústria, B2B",C,20,20.9,20.99-1
2110-6/00,Fabricação de produtos farmoquímicos,SAU,Saúde e Farmacêutico,Indústria Farmacêutica,produtos farmoquímicos,"Indústria, Vigilância Sanitária, B2B",C,21,21.1,21.10-6
2121-1/01,Fabricação de medicamentos alopáticos para uso humano,SAU,Saúde e Farmacêutico,Indústria Farmacêutica,medicamentos alopáticos para uso humano,"Indústria, Vigilância Sanitária, B2B",C,21,21.2,21.21-1
2121-1/02,Fabricação de medicamentos homeopáticos para uso humano,SAU,Saúde e Farmacêutico,Indústria Farmacêutica,medicamentos homeopáticos para uso humano,"Indústria, Vigilância Sanitária, B2B",C,21,21.2,21.21-1
2121-1/03,Fabricação de medicamentos fitoterápicos para uso humano,SAU,Saúde e Farmacêutico,Indústria Farmacêutica,medicamentos fitoterápicos para uso humano,"Indústria, Vigilância Sanitária, B2B",C,21,21.2,21.21-1
2122-0/00,Fabricação de medicamentos para uso veterinário,SAU,Saúde e Farmacêutico,Indústria Farmacêutica,medicamentos para uso veterinário,"Indústria, Vigilância Sanitária, B2B",C,21,21.2,21.22-0
2123-8/00,Fabricação de preparações farmacêuticas,SAU,Saúde e Farmacêutico,Indústria Farmacêutica,preparações farmacêuticas,"Indústria, Vigilância Sanitária, B2B",C,21,21.2,21.23-8
2211-1/00,Fabricação de pneumáticos e de câmaras-de-ar,IND,Indústria e Manufatura,Borracha e Plástico,pneumáticos e de câmaras-de-ar,"Indústria, B2B",C,22,22.1,22.11-1
2212-9/00,Reforma de pneumáticos usados,IND,Indústria e Manufatura,Borracha e Plástico,reforma de pneumáticos usados,"Indústria, B2B",C,22,22.1,22.12-9
2219-6/00,"Fabricação de artefatos de borracha não especificados 
anteriormente",IND,Indústria e Manufatura,Borracha e Plástico,"artefatos de borracha não especificados 
anteriormente","Indústria, B2B",C,22,22.1,22.19-6
2221-8/00,Fabricação de laminados planos e tubulares de material plástico,IND,Indústria e Manufatura,Borracha e Plástico,laminados planos e tubulares de material plástico,"Indústria, B2B",C,22,22.2,22.21-8
2222-6/00,Fabricação de embalagens de material plástico,IND,Indústria e Manufatura,Borracha e Plástico,embalagens de material plástico,"Indústria, B2B",C,22,22.2,22.22-6
2223-4/00,Fabricação de tubos e acessórios de material plástico para uso na construção,IND,Indústria e Manufatura,Borracha e Plástico,tubos e acessórios de material plástico para uso na construção,"Indústria, B2B",C,22,22.2,22.23-4
2229-3/01,Fabricação de artefatos de material plástico para uso pessoal e doméstico,IND,Indústria e Manufatura,Borracha e Plástico,artefatos de material plástico para uso pessoal e doméstico,"Indústria, B2B",C,22,22.2,22.29-3
2229-3/02,Fabricação de artefatos de material plástico para usos industriais,IND,Indústria e Manufatura,Borracha e Plástico,artefatos de material plástico para usos industriais,"Indústria, B2B",C,22,22.2,22.29-3
2229-3/03,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios",IND,Indústria e Manufatura,Borracha e Plástico,artefatos de material plástico para uso na construção,"Indústria, B2B",C,22,22.2,22.29-3
2229-3/99,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,IND,Indústria e Manufatura,Borracha e Plástico,artefatos de material plástico para outros usos,"Indústria, B2B",C,22,22.2,22.29-3
2311-7/00,Fabricação de vidro plano e de segurança,CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",vidro plano e de segurança,"Indústria, B2B",C,23,23.1,23.11-7
2312-5/00,Fabricação de embalagens de vidro,CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",embalagens de vidro,"Indústria, B2B",C,23,23.1,23.12-5
2319-2/00,Fabricação de artigos de vidro,CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",artigos de vidro,"Indústria, B2B",C,23,23.1,23.19-2
2320-6/00,Fabricação de cimento,CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",cimento,"Indústria, B2B",C,23,23.2,23.20-6
2330-3/01,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)","estruturas pré-moldadas de concreto armado, em série e sob encomenda","Indústria, B2B",C,23,23.3,23.30-3
2330-3/02,Fabricação de artefatos de cimento para uso na construção,CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",artefatos de cimento para uso na construção,"Indústria, B2B",C,23,23.3,23.30-3
2330-3/03,Fabricação de artefatos de fibrocimento para uso na construção,CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",artefatos de fibrocimento para uso na construção,"Indústria, B2B",C,23,23.3,23.30-3
2330-3/04,Fabricação de casas pré-moldadas de concreto,CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",casas pré-moldadas de concreto,"Indústria, B2B",C,23,23.3,23.30-3
2330-3/05,Preparação de massa de concreto e argamassa para construção,CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",preparação de massa de concreto e argamassa para construção,"Indústria, B2B",C,23,23.3,23.30-3
2330-3/99,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)","outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes","Indústria, B2B",C,23,23.3,23.30-3
2341-9/00,Fabricação de produtos cerâmicos refratários,CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",produtos cerâmicos refratários,"Indústria, B2B",C,23,23.4,23.41-9
2342-7/01,Fabricação de azulejos e pisos,CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",azulejos e pisos,"Indústria, B2B",C,23,23.4,23.42-7
2342-7/02,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",artefatos de cerâmica e barro cozido para uso na construção,"Indústria, B2B",C,23,23.4,23.42-7
2349-4/01,Fabricação de material sanitário de cerâmica,CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",material sanitário de cerâmica,"Indústria, B2B",C,23,23.4,23.49-4
2349-4/99,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",produtos cerâmicos não refratários,"Indústria, B2B",C,23,23.4,23.49-4
2391-5/01,"Britamento de pedras, exceto associado à extração",CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",britamento de pedras,"Indústria, B2B",C,23,23.9,23.91-5
2391-5/02,"Aparelhamento de pedras para construção, exceto associado à extração",CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",aparelhamento de pedras para construção,"Indústria, B2B",C,23,23.9,23.91-5
2391-5/03,"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras",CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)","aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras","Indústria, B2B",C,23,23.9,23.91-5
2392-3/00,Fabricação de cal e gesso,CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",cal e gesso,"Indústria, B2B",C,23,23.9,23.92-3
2399-1/01,"Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal",CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)","decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal","Indústria, B2B",C,23,23.9,23.99-1
2399-1/02,Fabricação de abrasivos,CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",abrasivos,"Indústria, B2B",C,23,23.9,23.99-1
2399-1/99,Fabricação de outros produtos de minerais não metálicos não especificados anteriormente,CONST,Construção e Reforma,"Minerais Não-Metálicos (cimento, vidro, cerâmica)",outros produtos de minerais não metálicos,"Indústria, B2B",C,23,23.9,23.99-1
2411-3/00,Produção de ferro-gusa,IND,Indústria e Manufatura,Metalurgia,ferro-gusa,"Indústria, B2B",C,24,24.1,24.11-3
2412-1/00,Produção de ferroligas,IND,Indústria e Manufatura,Metalurgia,ferroligas,"Indústria, B2B",C,24,24.1,24.12-1
2421-1/00,Produção de semiacabados de aço,IND,Indústria e Manufatura,Metalurgia,semiacabados de aço,"Indústria, B2B",C,24,24.2,24.21-1
2422-9/01,"Produção de laminados planos de aço ao carbono, revestidos ou não",IND,Indústria e Manufatura,Metalurgia,"laminados planos de aço ao carbono, revestidos ou não","Indústria, B2B",C,24,24.2,24.22-9
2422-9/02,Produção de laminados planos de aços especiais,IND,Indústria e Manufatura,Metalurgia,laminados planos de aços especiais,"Indústria, B2B",C,24,24.2,24.22-9
2423-7/01,Produção de tubos de aço sem costura,IND,Indústria e Manufatura,Metalurgia,tubos de aço sem costura,"Indústria, B2B",C,24,24.2,24.23-7
2423-7/02,"Produção de laminados longos de aço, exceto tubos",IND,Indústria e Manufatura,Metalurgia,laminados longos de aço,"Indústria, B2B",C,24,24.2,24.23-7
2424-5/01,Produção de arames de aço,IND,Indústria e Manufatura,Metalurgia,arames de aço,"Indústria, B2B",C,24,24.2,24.24-5
2424-5/02,"Produção de relaminados, trefilados e perfilados de aço, exceto arames",IND,Indústria e Manufatura,Metalurgia,"relaminados, trefilados e perfilados de aço","Indústria, B2B",C,24,24.2,24.24-5
2431-8/00,Produção de tubos de aço com costura,IND,Indústria e Manufatura,Metalurgia,tubos de aço com costura,"Indústria, B2B",C,24,24.3,24.31-8
2439-3/00,Produção de outros tubos de ferro e aço,IND,Indústria e Manufatura,Metalurgia,outros tubos de ferro e aço,"Indústria, B2B",C,24,24.3,24.39-3
2441-5/01,Produção de alumínio e suas ligas em formas primárias,IND,Indústria e Manufatura,Metalurgia,alumínio e suas ligas em formas primárias,"Indústria, B2B",C,24,24.4,24.41-5
2441-5/02,Produção de laminados de alumínio,IND,Indústria e Manufatura,Metalurgia,laminados de alumínio,"Indústria, B2B",C,24,24.4,24.41-5
2442-3/00,Metalurgia dos metais preciosos,IND,Indústria e Manufatura,Metalurgia,metalurgia dos metais preciosos,"Indústria, B2B",C,24,24.4,24.42-3
2443-1/00,Metalurgia do cobre,IND,Indústria e Manufatura,Metalurgia,metalurgia do cobre,"Indústria, B2B",C,24,24.4,24.43-1
2449-1/01,Produção de zinco em formas primárias,IND,Indústria e Manufatura,Metalurgia,zinco em formas primárias,"Indústria, B2B",C,24,24.4,24.49-1
2449-1/02,Produção de laminados de zinco,IND,Indústria e Manufatura,Metalurgia,laminados de zinco,"Indústria, B2B",C,24,24.4,24.49-1
2449-1/03,Fabricação de ânodos para galvanoplastia,IND,Indústria e Manufatura,Metalurgia,ânodos para galvanoplastia,"Indústria, B2B",C,24,24.4,24.49-1
2449-1/99,Metalurgia de outros metais não ferrosos e suas ligas não especificados anteriormente,IND,Indústria e Manufatura,Metalurgia,metalurgia de outros metais não ferrosos e suas ligas,"Indústria, B2B",C,24,24.4,24.49-1
2451-2/00,Fundição de ferro e aço,IND,Indústria e Manufatura,Metalurgia,fundição de ferro e aço,"Indústria, B2B",C,24,24.5,24.51-2
2452-1/00,Fundição de metais não ferrosos e suas ligas,IND,Indústria e Manufatura,Metalurgia,fundição de metais não ferrosos e suas ligas,"Indústria, B2B",C,24,24.5,24.52-1
2511-0/00,Fabricação de estruturas metálicas,IND,Indústria e Manufatura,Produtos de Metal,estruturas metálicas,"Indústria, MEI Permitido, B2B",C,25,25.1,25.11-0
2512-8/00,Fabricação de esquadrias de metal,IND,Indústria e Manufatura,Produtos de Metal,esquadrias de metal,"Indústria, B2B",C,25,25.1,25.12-8
2513-6/00,Fabricação de obras de caldeiraria pesada,IND,Indústria e Manufatura,Produtos de Metal,obras de caldeiraria pesada,"Indústria, B2B",C,25,25.1,25.13-6
2521-7/00,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",IND,Indústria e Manufatura,Produtos de Metal,"tanques, reservatórios metálicos e caldeiras para aquecimento central","Indústria, B2B",C,25,25.2,25.21-7
2522-5/00,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",IND,Indústria e Manufatura,Produtos de Metal,caldeiras geradoras de vapor,"Indústria, B2B",C,25,25.2,25.22-5
2531-4/01,Produção de forjados de aço,IND,Indústria e Manufatura,Produtos de Metal,forjados de aço,"Indústria, B2B",C,25,25.3,25.31-4
2531-4/02,Produção de forjados de metais não ferrosos e suas ligas,IND,Indústria e Manufatura,Produtos de Metal,forjados de metais não ferrosos e suas ligas,"Indústria, B2B",C,25,25.3,25.31-4
2532-2/01,Produção de artefatos estampados de metal,IND,Indústria e Manufatura,Produtos de Metal,artefatos estampados de metal,"Indústria, B2B",C,25,25.3,25.32-2
2532-2/02,Metalurgia do pó,IND,Indústria e Manufatura,Produtos de Metal,metalurgia do pó,"Indústria, B2B",C,25,25.3,25.32-2
2539-0/01,"Serviços de usinagem, torneiria e solda",IND,Indústria e Manufatura,Produtos de Metal,"usinagem, torneiria e solda","Indústria, B2B",C,25,25.3,25.39-0
2539-0/02,Serviços de tratamento e revestimento em metais,IND,Indústria e Manufatura,Produtos de Metal,tratamento e revestimento em metais,"Indústria, B2B",C,25,25.3,25.39-0
2541-1/00,Fabricação de artigos de cutelaria,IND,Indústria e Manufatura,Produtos de Metal,artigos de cutelaria,"Indústria, B2B",C,25,25.4,25.41-1
2542-0/00,"Fabricação de artigos de serralheria, exceto esquadrias",IND,Indústria e Manufatura,Produtos de Metal,artigos de serralheria,"Indústria, B2B",C,25,25.4,25.42-0
2543-8/00,Fabricação de ferramentas,IND,Indústria e Manufatura,Produtos de Metal,ferramentas,"Indústria, B2B",C,25,25.4,25.43-8
2550-1/01,"Fabricação de equipamento bélico pesado, exceto veículos militares de combate",IND,Indústria e Manufatura,Produtos de Metal,equipamento bélico pesado,"Indústria, B2B",C,25,25.5,25.50-1
2550-1/02,"Fabricação de armas de fogo, outras armas e munições",IND,Indústria e Manufatura,Produtos de Metal,"armas de fogo, outras armas e munições","Indústria, B2B",C,25,25.5,25.50-1
2591-8/00,Fabricação de embalagens metálicas,IND,Indústria e Manufatura,Produtos de Metal,embalagens metálicas,"Indústria, B2B",C,25,25.9,25.91-8
2592-6/01,Fabricação de produtos de trefilados de metal padronizados,IND,Indústria e Manufatura,Produtos de Metal,produtos de trefilados de metal padronizados,"Indústria, B2B",C,25,25.9,25.92-6
2592-6/02,"Fabricação de produtos de trefilados de metal, exceto padronizados",IND,Indústria e Manufatura,Produtos de Metal,produtos de trefilados de metal,"Indústria, B2B",C,25,25.9,25.92-6
2593-4/00,Fabricação de artigos de metal para uso doméstico e pessoal,IND,Indústria e Manufatura,Produtos de Metal,artigos de metal para uso doméstico e pessoal,"Indústria, B2B",C,25,25.9,25.93-4
2599-3/01,Serviços de confecção de armações metálicas para a construção,IND,Indústria e Manufatura,Produtos de Metal,confecção de armações metálicas para a construção,"Indústria, B2B",C,25,25.9,25.99-3
2599-3/02,Serviço de corte e dobra de metais,IND,Indústria e Manufatura,Produtos de Metal,serviço de corte e dobra de metais,"Indústria, B2B",C,25,25.9,25.99-3
2599-3/99,Fabricação de outros produtos de metal não especificados anteriormente,IND,Indústria e Manufatura,Produtos de Metal,outros produtos de metal,"Indústria, MEI Permitido, B2B",C,25,25.9,25.99-3
2610-8/00,Fabricação de componentes eletrônicos,TEC,Tecnologia e Software,Componentes Eletrônicos,componentes eletrônicos,"Indústria, B2B",C,26,26.1,26.10-8
2621-3/00,Fabricação de equipamentos de informática,TEC,Tecnologia e Software,Computadores e Periféricos,equipamentos de informática,"Indústria, B2B",C,26,26.2,26.21-3
2622-1/00,Fabricação de periféricos para equipamentos de informática,TEC,Tecnologia e Software,Computadores e Periféricos,periféricos para equipamentos de informática,"Indústria, B2B",C,26,26.2,26.22-1
2631-1/00,"Fabricação de equipamentos transmissores de comunicação, peças e acessórios",TEC,Tecnologia e Software,Equipamentos de Comunicação,"equipamentos transmissores de comunicação, peças e acessórios","Indústria, B2B",C,26,26.3,26.31-1
2632-9/00,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios",TEC,Tecnologia e Software,Equipamentos de Comunicação,"aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios","Indústria, B2B",C,26,26.3,26.32-9
2640-0/00,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",CASA,"Móveis, Decoração e Casa",Aparelhos de Áudio e Vídeo Domésticos,"aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo","Indústria, B2B",C,26,26.4,26.40-0
